question,answer
Entsteht eine internationale Schachtelbeteiligung durch Sitzverlegung einer inländischen Tochtergesellschaft ins Ausland – wie wirkt sich das auf die bisherigen stillen Reserven aus?,Eine internationale Schachtelbeteiligung durch Sitzverlegung einer inländischen Tochtergesellschaft ins Ausland führt nicht zu einer direkten Auswirkung auf die bisherigen stillen Reserven. Die stillen Reserven bleiben jedoch bei der inländischen Gesellschaft bestehen und unterliegen weiterhin der österreichischen Körperschaftsteuer.
"Welche steuerliche Behandlung erfahren Zinsen für die Fremdfinanzierung einer Beteiligung, (a) wenn der Verkäufer konzernfremd ist und (b) wenn der Verkäufer die Muttergesellschaft ist?","(a) Wenn der Verkäufer konzernfremd ist, werden die Zinsen für die Fremdfinanzierung einer Beteiligung als Betriebsausgaben abzugsfähig sein, wenn die Beteiligung im Rahmen der gewerblichen oder freiberuflichen Tätigkeit erworben wurde. 

(b) Wenn der Verkäufer die Muttergesellschaft ist, werden die Zinsen für die Fremdfinanzierung einer Beteiligung als Betriebsausgaben abzugsfähig sein, wenn die Beteiligung im Rahmen der gewerblichen oder freiberuflichen Tätigkeit erworben wurde."
Welche Einschränkung gilt für den Betriebsausgabenabzug bei nur teilweise steuerpflichtigen Körperschaften?,"Bei nur teilweise steuerpflichtigen Körperschaften (z.B. gemischte Körperschaften) gilt die Einschränkung, dass nur die steuerpflichtigen Teile der Betriebsausgaben abziehbar sind."
"Welche Einschränkung gilt für den Betriebsausgabenabzug bei einer Körperschaft, die nur teilweise steuerpflichtig ist?","Bei einer Körperschaft, die nur teilweise steuerpflichtig ist, gilt die Einschränkung, dass nur die steuerpflichtigen Betriebsausgaben abgezogen werden dürfen. Die steuerfreien Betriebsausgaben dürfen nicht abgezogen werden."
Sind von Gerichten oder Verwaltungsbehörden verhängte Strafen steuerlich abzugsfähig?,"Nein, von Gerichten oder Verwaltungsbehörden verhängte Strafen sind steuerlich nicht abzugsfähig, da sie als Strafen und nicht als Aufwendungen oder Ausgaben anerkannt werden."
Wie werden Aufsichtsratsvergütungen steuerlich behandelt?,"Aufsichtsratsvergütungen sind steuerpflichtig und unterliegen der Einkommensteuer. Sie werden als Einkünfte aus nicht selbstständiger Arbeit behandelt und können als Werbungskosten abgesetzt werden, wenn sie im Zusammenhang mit der Tätigkeit als Aufsichtsrat stehen."
"Eine in Deutschland ansässige Angestellte mietet ab April eine nicht bewohnbare (unmöblierte) Wohnung in Wien, behält jedoch ihre deutsche Wohnung und ihren deutschen Wohnsitz. Begründet die Wiener Wohnung in Österreich grundsätzlich eine unbeschränkte Steuerpflicht?","Nein, eine unbeschränkte Steuerpflicht entsteht in Österreich nicht, da die Angestellte ihren Wohnsitz in Deutschland behält und die Wiener Wohnung nicht bewohnbar ist. Eine unbeschränkte Steuerpflicht setzt voraus, dass der Steuerpflichtige seinen Wohnsitz oder seinen gewöhnlichen Aufenthalt in Österreich hat."
"Ein in Italien wohnender Investor hat in Österreich weder Wohnsitz noch gewöhnlichen Aufenthalt, erzielt aber Mieteinkünfte aus einer Wohnung in Salzburg. Ist er in Österreich nur beschränkt steuerpflichtig?","Nein, der Investor ist in Österreich unbeschränkt steuerpflichtig, da er Einkünfte aus einer in Österreich gelegenen Immobilie bezieht. Die Beschränkte Steuerpflicht nach § 1 Abs. 1 Z 1 EStG 1988 (Einkünfte aus Vermietung von Immobilien) ist nicht anwendbar, da der Investor weder Wohnsitz noch gewöhnlichen Aufenthalt in Österreich hat."
Ein französischer Consultant hält sich ohne feste Wohnung sieben Monate durchgehend in Österreich auf. Entsteht dadurch eine unbeschränkte Steuerpflicht?,"Nein, eine unbeschränkte Steuerpflicht entsteht nicht, da der französische Consultant nach § 1 Abs. 1 Z 1 EStG 1988 als nicht unbeschränkt steuerpflichtig gilt, da er nicht in Österreich seinen Wohnsitz oder seinen gewöhnlichen Aufenthalt hat."
Eine in der Schweiz lebende Managerin nutzt ihre Wiener Zweitwohnung nur 50 Tage pro Jahr und hält sich darüber hinaus nicht länger im Inland auf. Führt die Zweitwohnung allein zur unbeschränkten Steuerpflicht?,"Nein, die Zweitwohnung allein führt nicht zur unbeschränkten Steuerpflicht, da die Managerin sich nicht länger als 183 Tage im Inland aufhält. Die Zweitwohnung kann jedoch als steuerpflichtige Einkünftequelle gelten, wenn sie vermietet wird oder wenn die Managerin Einkünfte aus der Zweitwohnung bezieht."
Ein in den USA tätiger Österreicher lässt die Familienwohnung in Wien unverändert bestehen; seine Ehefrau und das minderjährige Kind leben weiterhin dort. Behält er dadurch grundsätzlich einen inländischen Wohnsitz?,"Nein, ein inländischer Wohnsitz wird nicht behalten, wenn der Steuerpflichtige in einem anderen Staat (hier: USA) seinen Wohnsitz hat und die Familienwohnung in Österreich unverändert bestehen bleibt."
"Eine Person besitzt in Österreich nur eine leerstehende, unmöblierte Wohnung, die tatsächlich nicht bewohnbar gehalten wird. Begründet diese leerstehende Wohnung einen Wohnsitz?","Nein, eine leerstehende, unmöblierte Wohnung begründet keinen Wohnsitz, da nach österreichischem Recht ein Wohnsitz nur dann besteht, wenn die Wohnung tatsächlich bewohnt wird oder als Wohnsitz genutzt wird."
Ein digitaler Nomade lebt während seiner Österreich-Aufenthalte ausschließlich in einem mobilen Wohnwagen. Kann dadurch ein inländischer Wohnsitz begründet werden?,"Ein Wohnsitz kann grundsätzlich auch in einem mobilen Wohnwagen begründet werden, wenn dieser regelmäßig in Österreich stationiert ist und der Betroffene in Österreich wirtschaftlich tätig ist. Der Wohnsitz kann jedoch nicht begründet werden, wenn der Wohnwagen nur vorübergehend in Österreich stationiert ist oder der Betroffene in Österreich nicht wirtschaftlich tätig ist."
"Eine in den Niederlanden studierende Österreicherin wohnt dort unter der Woche im Studentenheim, kann aber im Elternhaus in Graz jederzeit ein Zimmer nutzen. Die Studentin ist wirtschaftlich von den Eltern abhängig. Behält sie grundsätzlich einen inländischen Wohnsitz?","Nein, die Studentin behält keinen inländischen Wohnsitz, da sie wirtschaftlich von den Eltern abhängig ist und nicht in Österreich eine Wohnung gemietet oder gekauft hat. Gemäß § 6 Abs. 1 Z 1 EStG 1988 ist ein inländischer Wohnsitz nur dann anzunehmen, wenn die Person in Österreich eine Wohnung gemietet oder gekauft hat oder wenn sie wirtschaftlich unabhängig ist."
Ein in der Slowakei wohnender Arbeitnehmer pendelt täglich zu seinem Arbeitsplatz in Österreich und kehrt jeden Abend an seinen ausländischen Wohnsitz zurück. Begründet er dadurch einen gewöhnlichen Aufenthalt in Österreich?,"Nein, ein gewöhnlicher Aufenthalt in Österreich liegt nicht vor, da der Arbeitnehmer seinen Wohnsitz in der Slowakei hat und nur täglich zur Arbeit in Österreich pendelt."
Ein in Ungarn wohnender Arbeitnehmer übernachtet von Montag bis Donnerstag regelmäßig am österreichischen Arbeitsort und fährt nur am Wochenende heim. Kann dadurch ein gewöhnlicher Aufenthalt in Österreich entstehen?,"Ein gewöhnlicher Aufenthalt kann nicht entstehen, da der Arbeitnehmer nur während der Woche in Österreich ist und am Wochenende wieder in sein Heimatland zurückkehrt. Der Aufenthalt ist daher nicht regelmäßig und dauerhaft."
Eine Person hält sich über mehrere Monate überwiegend in Österreich auf und reist zwischendurch für kurze Projekteinsätze ins Ausland. Unterbrechen diese kurzfristigen Auslandsaufenthalte den gewöhnlichen Aufenthalt automatisch?,"Nein, kurzfristige Auslandsaufenthalte unterbrechen den gewöhnlichen Aufenthalt in Österreich nicht automatisch, wenn sie nicht länger als 183 Tage im Kalenderjahr dauern."
"Eine Person, die zuvor in Österreich beschränkt steuerpflichtig gewesen ist, zieht mitten im Kalenderjahr aus Deutschland nach Wien und wird dadurch in Österreich unbeschränkt steuerpflichtig. Sind für das Zuzugsjahr grundsätzlich zwei Steuerabschnitte zu unterscheiden?","Ja, für das Zuzugsjahr müssen zwei Steuerabschnitte unterschieden werden. Der erste Steuerabschnitt umfasst die Zeit der Beschränkten Steuerpflicht in Österreich, der zweite Steuerabschnitt die Zeit der Unbeschränkten Steuerpflicht."
"Ein Arbeitnehmer verdient seinen Bonus noch vor dem Umzug nach Österreich, der Bonus wird aber erst nach Begründung des inländischen Wohnsitzes ausbezahlt. Ist der spätere Zufluss für die österreichische Erfassung grundsätzlich relevant?","Nein, der spätere Zufluss ist für die österreichische Erfassung nicht grundsätzlich relevant, da der Bonus bereits vor dem Umzug verdient wurde und somit als Einkünfte aus dem Ausland zu erfassen ist."
"Eine in Belgien lebende Person erzielt vor ihrem Zuzug nach Österreich ausländische Einkünfte, die auch vor dem Zuzug zugeflossen sind. Sind diese Einkünfte in Österreich wegen des späteren Zuzugs nachträglich zu erfassen?","Nein, die ausländischen Einkünfte sind nicht in Österreich nachzuerfassen, da sie bereits vor dem Zuzug zugeflossen sind und somit nicht unter den Anwendungsbereich des österreichischen Steuerrechts fallen."
Ein österreichischer Steuerinländer gibt seinen inländischen Wohnsitz auf und verlegt den Mittelpunkt seiner Lebensinteressen ins Ausland. Kann die Aufgabe des inländischen Wohnsitzes Wegzugsbesteuerung auslösen?,"Ja, die Aufgabe des inländischen Wohnsitzes kann die Wegzugsbesteuerung auslösen, wenn der Steuerpflichtige den Mittelpunkt seiner Lebensinteressen ins Ausland verlegt hat. In diesem Fall ist der Wegzug steuerlich anzuerkennen, wenn der Steuerpflichtige seinen Wohnsitz in Österreich aufgibt und sich dauerhaft im Ausland aufhält."
"Eine Person dokumentiert nur 65 Tage in ihrer Wiener Zweitwohnung, mietet aber zusätzlich für zwei Monate ein Appartement und hält sich wegen weiterer Hotelaufenthalte insgesamt rund sechs Monate beruflich in Österreich auf. Kann trotz 70-Tage-Grenze unbeschränkte Steuerpflicht entstehen?","Ja, unbeschränkte Steuerpflicht kann entstehen, da die 70-Tage-Grenze nicht nur für die Zweitwohnung, sondern für alle in Österreich genutzten Wohnungen gilt. Die Gesamtdauer der Aufenthalte in Österreich (65 Tage Zweitwohnung + 2 Monate Appartement + 2 Monate Hotel) übersteigt die 70-Tage-Grenze."
Ein ausländischer Saisonarbeiter arbeitet vier Monate in Tirol und kehrt danach in seinen Heimatstaat zurück. Hat er nach den Richtlinien grundsätzlich einen gewöhnlichen Aufenthalt in Österreich?,"Nein, nach den Richtlinien gilt der Saisonarbeiter als vorübergehend in Österreich tätig, da er nur für eine begrenzte Zeit (vier Monate) in Österreich arbeitet und danach in seinen Heimatstaat zurückkehrt."
Ein ausländischer Saisonarbeiter bleibt aufgrund mehrerer aufeinanderfolgender Einsätze insgesamt länger als sechs Monate in Österreich. Tritt die unbeschränkte Steuerpflicht rückwirkend ein?,"Nein, die unbeschränkte Steuerpflicht tritt nicht rückwirkend ein. Gemäß § 1 Abs. 1 Z 1 EStG tritt die unbeschränkte Steuerpflicht mit Ablauf des Kalenderjahres ein, in dem der Ausländer insgesamt 183 Tage oder mehr in Österreich verbracht hat."
Ein kanadischer Arbeitnehmer hat ab Januar 2026 eine Arbeitserlaubnis für acht Monate und ist ab Februar 2026 tatsächlich in Österreich anwesend. Gilt er ab Beginn seiner Anwesenheit als unbeschränkt steuerpflichtig?,"Nein, der kanadische Arbeitnehmer ist zunächst nur beschränkt steuerpflichtig, da er eine Arbeitserlaubnis für weniger als 12 Monate besitzt. Er wird erst ab dem Zeitpunkt unbeschränkt steuerpflichtig, wenn er 183 Tage oder mehr in Österreich anwesend ist."
"Ein in Spanien lebender Berater hat in Österreich weder Wohnsitz noch gewöhnlichen Aufenthalt. Wenn seine inländischen Einkünfte wegfallen, endet dann grundsätzlich auch die beschränkte Steuerpflicht?","Nein, die beschränkte Steuerpflicht endet nicht automatisch, wenn die inländischen Einkünfte wegfallen. Die beschränkte Steuerpflicht kann auch aufgrund anderer Einkünfte oder Vermögenswerte bestehen bleiben."
"Ein deutscher Staatsangehöriger lebt in Deutschland, hat keinen Wohnsitz in Österreich, erzielt aber 95% seiner Jahreseinkünfte aus Österreich. Kann er auf Antrag wie ein unbeschränkt Steuerpflichtiger behandelt werden?","Nein, ein deutscher Staatsangehöriger, der in Deutschland lebt, kann nicht auf Antrag wie ein unbeschränkt Steuerpflichtiger behandelt werden, wenn er keinen Wohnsitz in Österreich hat. Gemäß § 1 Abs. 1 Z 1 EStG 1988 ist ein unbeschränkt Steuerpflichtiger, wer in Österreich einen Wohnsitz oder seinen gewöhnlichen Aufenthalt hat."
Eine in Slowenien wohnende EU-Bürgerin erzielt österreichische Einkünfte und hat nur 10.000 Euro nicht in Österreich steuerpflichtige Auslandseinkünfte. Kann sie trotz Unterschreitens der 90%-Quote den Antrag nach § 1 Abs. 4 EStG 1988 stellen?,"Nein, die EU-Bürgerin kann den Antrag nach § 1 Abs. 4 EStG 1988 nicht stellen, da sie nicht in Österreich steuerpflichtig ist und die 90%-Quote nicht erfüllt ist. Der Antrag ist nur für in Österreich steuerpflichtige Personen vorgesehen."
Ein in Serbien wohnender Drittstaatsangehöriger erzielt nur österreichische Einkünfte und möchte die Behandlung als unbeschränkt Steuerpflichtiger nach § 1 Abs. 4 EStG 1988 beantragen. Ist das allein schon aufgrund seiner Staatsangehörigkeit ausgeschlossen?,"Nein, die Staatsangehörigkeit ist nicht ausschließlicher Grund für die Ablehnung des Antrags. Gemäß § 1 Abs. 4 EStG 1988 ist jedoch eine unbeschränkte Steuerpflicht nur dann gegeben, wenn der Steuerpflichtige in Österreich seinen Wohnsitz oder seinen gewöhnlichen Aufenthalt hat."
Muss die Höhe der nicht in Österreich steuerpflichtigen Auslandseinkünfte für den Antrag nach § 1 Abs. 4 EStG 1988 nachgewiesen werden?,"Nein, nach § 1 Abs. 4 EStG 1988 ist die Höhe der nicht in Österreich steuerpflichtigen Auslandseinkünfte nicht nachzuweisen, da es sich um eine sog. ""Freistellung"" handelt, bei der die Einkünfte nicht in Österreich versteuert werden, aber auch nicht als Einkünfte in Österreich anerkannt werden."
Erstreckt sich die beschränkte österreichische Steuerpflicht eines in Polen ansässigen Steuerpflichtigen auf dessen gesamtes Welteinkommen?,"Nein, die beschränkte österreichische Steuerpflicht erstreckt sich nur auf Einkünfte, die in Österreich steuerpflichtig sind, wie z.B. Einkünfte aus einem in Österreich ansässigen Betrieb, Gewerbe oder Vermögen."
Kann ein beschränkt Steuerpflichtiger in der Veranlagung den Familienbonus Plus oder den Alleinverdienerabsetzbetrag beanspruchen?,"Ein beschränkt Steuerpflichtiger kann den Familienbonus Plus nicht beanspruchen, da dieser nur für unbeschränkt Steuerpflichtige und bestimmte Kategorien von beschränkt Steuerpflichtigen gilt. Der Alleinverdienerabsetzbetrag kann jedoch von beschränkt Steuerpflichtigen beansprucht werden, wenn die Voraussetzungen erfüllt sind."
"Sind Sonderausgaben bei beschränkt Steuerpflichtigen nur dann abzugsfähig, wenn ein Inlandsbezug besteht?","Ja, bei beschränkt Steuerpflichtigen sind Sonderausgaben nur dann abzugsfähig, wenn ein Inlandsbezug besteht. Dies gilt gemäß § 2 Abs. 3 EStG 1988."
Gibt es bei beschränkt Steuerpflichtigen keinen gesetzlichen Zuschlag zum Einkommen für die Steuerberechnung?,"Ja, bei beschränkt Steuerpflichtigen ist ein gesetzlicher Zuschlag zum Einkommen für die Steuerberechnung vorgesehen, der in § 37 EStG 1988 geregelt ist. Der Zuschlag beträgt 25 % des Einkommens, das in Österreich besteuert wird."
Sind außergewöhnliche Belastungen nach § 34 EStG 1988 und § 35 EStG 1988 bei beschränkter Steuerpflicht anwendbar?,"Nein, außergewöhnliche Belastungen nach § 34 EStG 1988 und § 35 EStG 1988 sind bei beschränkter Steuerpflicht nicht anwendbar, da diese Regelungen nur für unbeschränkt steuerpflichtige Personen gelten."
Ein beschränkt steuerpflichtiger Arbeitnehmer bezieht neben seinem österreichischen Arbeitslohn noch andere veranlagungspflichtige österreichische Einkünfte von mehr als 730 Euro. Führt das zu einer Veranlagung nach § 102 EStG 1988?,"Nein, da der Arbeitnehmer bereits beschränkt steuerpflichtig ist, wird er nicht nach § 102 EStG 1988 veranlagt, da diese Regelung für unbeschränkt steuerpflichtige Personen gilt."
