id,correct_answer,sources
TAX-INTL-019,Ja. Ausländische Arbeitnehmer mit Arbeitserlaubnis oder Dienstvertrag von mehr als sechs Monaten sind ab Beginn ihres tatsächlichen Inlandsaufenthalts unbeschränkt steuerpflichtig; dafür verantwortlich ist eine Kombination aus EStR 2000 Rz 25 und EStR 2000 Rz 35.,EStR 2000 Rz 25;EStR 2000 Rz 35
TAX-INTL-020,"Ja. Nach EStR 2000 Rz 27 beginnt die beschränkte Steuerpflicht mit dem Erzielen inländischer Einkünfte und endet mit dem Wegfall der inländischen Einkünfte, dem Eintritt in die unbeschränkte Steuerpflicht oder dem Tod.",EStR 2000 Rz 27
TAX-INTL-021,"Ja. Staatsangehörige eines EU- oder EWR-Staates können nach § 1 Abs. 4 EStG 1988 auf Antrag als unbeschränkt steuerpflichtig behandelt werden, wenn sie in Österreich keine Wohnung und keinen gewöhnlichen Aufenthalt haben, aber inländische Einkünfte im Sinne des § 98 EStG 1988 beziehen und mindestens 90% ihrer Einkünfte der österreichischen Einkommensteuer unterliegen.",§ 1 Abs. 4 EStG 1988
TAX-INTL-022,"Ja. Der Antrag nach § 1 Abs. 4 EStG 1988 ist auch dann möglich, wenn die nicht der österreichischen Einkommensteuer unterliegenden Einkünfte nicht mehr als 13.539 Euro betragen.",§ 1 Abs. 4 EStG 1988
TAX-INTL-023,Ja. § 1 Abs. 4 EStG 1988 erfasst nur Staatsangehörige von Mitgliedstaaten der EU oder eines EWR-Staates.,§ 1 Abs. 4 EStG 1988
TAX-INTL-024,Ja. Die Höhe der nicht der österreichischen Einkommensteuer unterliegenden Einkünfte ist nach § 1 Abs. 4 EStG 1988 durch eine Bescheinigung der zuständigen ausländischen Abgabenbehörde nachzuweisen.,§ 1 Abs. 4 EStG 1988
TAX-INTL-025,"Nein. Nach § 1 Abs. 3 EStG 1988 und EStR 2000 Rz 28 erfasst die beschränkte österreichische Steuerpflicht ausschließlich die in § 98 EStG 1988 abschließend genannten inländischen Einkünfte, nicht aber das übrige Welteinkommen.",§ 1 Abs. 3 EStG 1988;§ 98 EStG 1988;EStR 2000 Rz 28
TAX-INTL-026,"Nein, laut EStR 2000 Rz 29. Bei beschränkt Steuerpflichtigen bleiben unter anderem der Familienbonus Plus sowie der Alleinverdiener- und Alleinerzieherabsetzbetrag außer Betracht.",EStR 2000 Rz 29
TAX-INTL-027,"Ja. Sonderausgaben sind bei beschränkt Steuerpflichtigen nach § 102 Abs. 2 Z 2 EStG 1988 und EStR 2000 Rz 8057 nur abzugsfähig, wenn sie sich auf das Inland beziehen.",§ 102 Abs. 2 Z 2 EStG 1988;EStR 2000 Rz 8057
TAX-INTL-028,Ja. Für die Steuerberechnung wird bei beschränkt Steuerpflichtigen nach § 102 Abs. 3 EStG 1988 ein gesetzlicher Betrag von 11.077 Euro zum Einkommen hinzugerechnet.,§ 102 Abs. 3 EStG 1988
TAX-INTL-029,Nein. § 102 Abs. 2 Z 3 EStG 1988 schließt unter anderem die Anwendung der §§ 34 und 35 bei beschränkt Steuerpflichtigen aus.,§ 102 Abs. 2 Z 3 EStG 1988
TAX-INTL-030,"Ja, nach § 102 Abs. 1 Z 2 lit. b EStG 1988 führt dies zu einer Veranlagung. Lohnsteuerpflichtige Einkünfte gemäß § 70 Abs. 2 Z 1 sind zu veranlagen, wenn daneben andere veranlagungspflichtige Einkünfte bezogen wurden, deren Gesamtbetrag 730 Euro übersteigt.",§ 102 Abs. 1 Z 2 lit. b EStG 1988
TAX-INTL-031,"Ja. Es ist eine Veranlagung § 102 Abs. 1 lit. b EStG 1988 vorgesehen, wenn im Kalenderjahr zumindest zeitweise gleichzeitig zwei oder mehrere lohnsteuerpflichtige Einkünfte bezogen wurden, die beim Lohnsteuerabzug gesondert versteuert worden sind.",§ 102 Abs. 1 Z 2 lit. b EStG 1988
TAX-INTL-032,Ja. Solche Einkünfte sind nach § 102 Abs. 1 Z 1 EStG 1988 zur Einkommensteuer zu veranlagen.,§ 102 Abs. 1 Z 1 EStG 1988
TAX-INTL-033,"Nein. Bei beschränkt lohnsteuerpflichtigen Arbeitnehmern sind nach § 70 Abs. 2 Z 1 EStG 1988 bestimmte Absetzbeträge, insbesondere nach § 33 Abs. 3a und § 33 Abs. 4 Z 1 und 2 EStG 1988, nicht zu berücksichtigen.",§ 70 Abs. 2 Z 1 EStG 1988
TAX-INTL-034,"Ja, nach § 70 Abs. 2 Z 2 EStG 1988. Bei solchen Bezügen können unmittelbar zusammenhängende Werbungskosten abgezogen werden, wenn sie ein in einem EU- oder EWR-Staat ansässiger beschränkt steuerpflichtiger Arbeitnehmer dem Arbeitgeber vor Zufließen der Bezüge schriftlich mitteilt. Die Lohnsteuer beträgt dann 20% der zugeflossenen Einkünfte bis 20.000 Euro und 25% für den übersteigenden Teil.",§ 70 Abs. 2 Z 2 EStG 1988
TAX-INTL-035,"Ja. Die beschränkte Steuerpflicht beginnt nach EStR 2000 Rz 27 nicht nur mit dem Erzielen inländischer Einkünfte, sondern auch mit der Aufgabe des inländischen Wohnsitzes oder gewöhnlichen Aufenthalts bei weiterem Erzielen von Inlandseinkünften.",EStR 2000 Rz 27
TAX-INTL-036,"Es ist nach EStR 2000 Rz 33 dreistufig vorzugehen: Zuerst ist die Steuerpflicht nach österreichischem innerstaatlichem Recht zu prüfen. Ergibt sich danach eine Steuerpflicht, ist in einem zweiten Schritt zu prüfen, ob das DBA das österreichische Besteuerungsrecht einschränkt. Erst danach richtet sich die Erhebung der Österreich verbleibenden Steuer wieder nach innerstaatlichem Recht.",EStR 2000 Rz 33
TAX-INTL-037,Ja. Der Vermeidung einer mehrfachen Besteuerung derselben Einkünfte dienen nach EStR 2000 Rz 32 insbesondere die zwischenstaatlichen Abkommen zur Vermeidung der Doppelbesteuerung.,EStR 2000 Rz 32
TAX-INTL-038,"Bei der Befreiungsmethode stellt der Wohnsitzstaat jene Einkünfte steuerfrei, die nach dem DBA im anderen Staat besteuert werden dürfen. Regelmäßig ist diese Befreiung aber mit einem Progressionsvorbehalt verbunden. EStR 2000 Rz 34 und EStR Rz 189",EStR 2000 Rz 34;EStR 2000 Rz 189
TAX-INTL-039,"Bei der Anrechnungsmethode besteuert der Wohnsitzstaat das gesamte Einkommen, rechnet aber die im anderen Staat erhobene Steuer auf seine eigene Steuer an. EStR 2000 Rz 34.",EStR 2000 Rz 34
TAX-INTL-040,"Ja, denn nach EStR 2000 Rz 17 ist sowohl inländisches als auch ausländisches Einkommen zu berücksichtigen. Ausländische Einkünfte sind bei der Berücksichtigung in Österreich nach EStR 2000 Rz 191 stets nach österreichischem Steuerrecht zu ermitteln.",EStR 2000 Rz 17;EStR 2000 Rz 191
TAX-INTL-041,"Ja. Weichen die Einkommensermittlungsvorschriften des ausländischen Steuerrechts von jenen des österreichischen Rechts ab, müssen nach EStR 2000 Rz 17 die Auslandseinkünfte für die österreichische Besteuerungsgrundlage an die österreichischen Vorschriften angepasst werden.",EStR 2000 Rz 17
TAX-INTL-042,"Ja. Die unbeschränkte Steuerpflicht erfasst nach § 1 Abs. 2 EStG 1988 und EStR 2000 Rz 16 grundsätzlich das gesamte Einkommen unabhängig davon, ob es sich um inländische oder ausländische Einkünfte handelt oder ob Einkünfte bereits im Ausland besteuert worden sind. Ob Österreich aufgrund eines DBA tatsächlich besteuern darf, ist in einem zweiten Schritt nach EStR 2000 Rz 33 zu prüfen.",§ 1 Abs. 2 EStG 1988;EStR 2000 Rz 16;EStR 2000 Rz 33
TAX-INTL-043,"Ja. Ergibt das innerstaatliche Recht zunächst eine Steuerpflicht, ist danach nach EStR 2000 Rz 33 zu prüfen, ob das DBA das österreichische Besteuerungsrecht einschränkt.",EStR 2000 Rz 33
TAX-INTL-044,"Ja. Nach EStR 2000 Rz 19 kann bei Anwendung von Doppelbesteuerungsabkommen dem Kausalitätsprinzip, also der wirtschaftlichen Zuordnung, Vorrang vor dem bloßen Zuflussprinzip zukommen.",EStR 2000 Rz 19
TAX-INTL-045,Ja. Eine natürliche Person kann nach EStR 2000 Rz 23 mehrere Wohnsitze haben.,EStR 2000 Rz 23
TAX-INTL-046,"Nein. Nach § 98 EStG 1988 nicht steuerpflichtige Einkünfte, insbesondere im Ausland erzielte Einkünfte, unterliegen nach EStR 2000 Rz 8056 bei beschränkt Steuerpflichtigen nicht dem Progressionsvorbehalt.",EStR 2000 Rz 8056
TAX-INTL-047,"Ja, nach EStR 2000 Rz 189. Bei der Befreiungsmethode sind die ausländischen Einkünfte zwar selbst steuerfrei, sie dürfen aber regelmäßig im Rahmen des Progressionsvorbehalts bei der Ermittlung des auf die Inlandseinkünfte anzuwendenden Durchschnittssteuersatzes berücksichtigt werden.",EStR 2000 Rz 189
TAX-INTL-048,"Ja. Nach EStR 2000 Rz 34 ist das die Systematik der Anrechnungsmethode: Österreich besteuert das Einkommen, rechnet aber die im Quellenstaat erhobene Steuer auf die eigene Steuer an.",EStR 2000 Rz 34
TAX-INTL-049,"Ja, nach EStR 2000 Rz 32. Die EStR enthalten im Anhang I eine Übersicht zahlreicher DBA, unter anderem mit Deutschland, der Schweiz und den USA. In grenzüberschreitenden Fällen ist daher stets zu prüfen, ob ein einschlägiges DBA das österreichische Besteuerungsrecht einschränkt.",EStR 2000 Rz 32;EStR 2000 Anhang I
TAX-INTL-050,"Nein. Nach der in EStR 2000 33 Prüfungsreihenfolge ist zunächst das innerstaatliche Recht maßgeblich. Erst wenn danach eine Steuerpflicht besteht, ist zu prüfen, ob ein DBA das Besteuerungsrecht einschränkt.",EStR 2000 Rz 33
TAX-INTL-051,"Ja. Einkünfte aus selbständiger Arbeit sind nach § 98 Abs. 1 Z 2 EStG 1988 beschränkt steuerpflichtig, wenn die Arbeit im Inland ausgeübt oder verwertet wird. Für diese Steuerpflicht ist nach EStR 2000 Rz 7914 das Vorliegen einer Betriebsstätte nicht Voraussetzung.",§ 98 Abs. 1 Z 2 EStG 1988;EStR 2000 Rz 7914
TAX-INTL-052,"Ja. Nach § 98 Abs. 1 Z 2 EStG 1988 gilt selbständige Arbeit als im Inland verwertet, wenn sie zwar nicht im Inland persönlich ausgeübt wird, ihr wirtschaftlicher Erfolg aber der inländischen Volkswirtschaft unmittelbar zu dienen bestimmt ist.",§ 98 Abs. 1 Z 2 EStG 1988
TAX-INTL-053,Nein. Für Einkünfte aus selbständiger Arbeit ist eine Betriebsstätte nach innerstaatlichem Recht keine Voraussetzung; maßgeblich ist die Ausübung oder Verwertung der Arbeit im Inland.,EStR 2000 Rz 7914
TAX-INTL-054,"Ja. Einkünfte aus Gewerbebetrieb unterliegen nach § 98 Abs. 1 Z 3 EStG 1988 der beschränkten Steuerpflicht, wenn im Inland eine Betriebsstätte unterhalten wird.",§ 98 Abs. 1 Z 3 EStG 1988
TAX-INTL-055,Ja. Auch ein im Inland bestellter ständiger Vertreter begründet nach § 98 Abs. 1 Z 3 EStG 1988 bei gewerblichen Einkünften eine inländische Anknüpfung für die beschränkte Steuerpflicht.,§ 98 Abs. 1 Z 3 EStG 1988
TAX-INTL-056,"Ja. Gewerbliche Einkünfte sind nach § 98 Abs. 1 Z 3 EStG 1988 auch dann beschränkt steuerpflichtig, wenn bei dem Gewerbebetrieb im Inland unbewegliches Vermögen vorliegt.",§ 98 Abs. 1 Z 3 EStG 1988
TAX-INTL-057,Ja. Nach § 98 Abs. 1 Z 3 EStG 1988 sind Einkünfte aus kaufmännischer oder technischer Beratung im Inland auch ohne inländische Betriebsstätte und ohne ständigen Vertreter steuerpflichtig.,§ 98 Abs. 1 Z 3 EStG 1988
TAX-INTL-058,Ja. Einkünfte aus der Gestellung von Arbeitskräften zur inländischen Arbeitsausübung sind nach § 98 Abs. 1 Z 3 EStG 1988 auch ohne inländische Betriebsstätte und ohne ständigen Vertreter steuerpflichtig.,§ 98 Abs. 1 Z 3 EStG 1988
TAX-INTL-059,"Ja. Nach § 98 Abs. 1 EStG 1988 sind Einkünfte aus der gewerblichen Tätigkeit als Sportler, Artist oder Mitwirkender an Unterhaltungsdarbietungen im Inland auch ohne Betriebsstätte und ohne ständigen Vertreter steuerpflichtig.",§ 98 Abs. 1 Z 3 EStG 1988
TAX-INTL-060,"Ja. Nach § 98 Abs. 1 Z 4 EStG 1988 und EStR 2000 Rz 7951 sind Einkünfte aus nichtselbständiger Arbeit beschränkt auch steuerpflichtig, wenn die Arbeit im Inland ausgeübt oder verwertet wird oder worden ist.",§ 98 Abs. 1 Z 4 EStG 1988;EStR 2000 Rz 7951
TAX-INTL-061,"Ja. Beschränkte Steuerpflicht besteht nach § 98 Abs. 1 Z 4 EStG 1988 auch für Einkünfte aus nichtselbständiger Arbeit, die aus inländischen öffentlichen Kassen mit Rücksicht auf ein gegenwärtiges oder früheres Dienstverhältnis gewährt werden.",§ 98 Abs. 1 Z 4 EStG 1988
TAX-INTL-062,"Ja. Einkünfte aus Vermietung und Verpachtung sind nach § 98 Abs. 1 Z 6 EStG 1988 beschränkt steuerpflichtig, wenn das unbewegliche Vermögen im Inland gelegen ist.",§ 98 Abs. 1 Z 6 EStG 1988
TAX-INTL-063,"Ja. Einkünfte aus privaten Grundstücksveräußerungen sind nach § 98 Abs. 1 Z 7 EStG 1988 beschränkt steuerpflichtig, soweit es sich um inländische Grundstücke handelt.",§ 98 Abs. 1 Z 7 EStG 1988
TAX-INTL-064,Ja. Einkünfte aus einer im Inland betriebenen Land- und Forstwirtschaft unterliegen nach § 98 Abs. 1 Z 1 EStG 1988 und EStR 2000 Rz 7911 der beschränkten Steuerpflicht. Maßgeblich ist die Belegenheit der bewirtschafteten Grundstücke im Inland.,§ 98 Abs. 1 Z 1 EStG 1988;EStR 2000 Rz 7911
TAX-INTL-065,"Ja, § 98 Abs. 1 Z 6 EStG 1988. Einkünfte aus Vermietung und Verpachtung sind auch dann beschränkt steuerpflichtig, wenn sich die vermieteten Rechte in einem inländischen öffentlichen Buch oder Register befinden.",§ 98 Abs. 1 Z 6 EStG 1988
TAX-INTL-066,"Ja. Bestimmte Einkünfte aus Kapitalvermögen unterliegen nach § 98 Abs. 1 Z 5 EStG 1988 und EStR 2000 Rz 7966 der beschränkten Steuerpflicht, wenn die gesetzlichen Anknüpfungen erfüllt sind und Kapitalertragsteuer einzubehalten war.",§ 98 Abs. 1 Z 5 EStG 1988;EStR 2000 Rz 7966
TAX-INTL-067,"Inländische Zinsen liegen nach § 98 Abs. 1 Z 5 lit. b EStG 1988 insbesondere vor, wenn der Schuldner der Zinsen Wohnsitz, Geschäftsleitung oder Sitz im Inland hat oder das Wertpapier von einem inländischen Emittenten begeben wurde.",§ 98 Abs. 1 Z 5 lit. b EStG 1988
TAX-INTL-068,"Nein. Besteht eine Befreiung von der Kapitalertragsteuer gemäß § 94 EStG 1988, unterliegen diese Einkünfte nach EStR 2000 Rz 7966 auch nicht der beschränkten Steuerpflicht.",EStR 2000 Rz 7966
TAX-INTL-069,"Ja. Nach den Richtlinien in EStR 2000 Rz 7953 können auch solche Bezüge in die beschränkte Steuerpflicht fallen, wenn die frühere Tätigkeit im Inland ausgeübt oder verwertet wurde.",EStR 2000 Rz 7953
TAX-INTL-070,"Ja. Einkünfte aus nichtselbständiger Arbeit können unter § 98 Abs. 1 Z 4 EStG 1988 fallen, wenn die Tätigkeit im Inland ausgeübt oder verwertet wird.",§ 98 Abs. 1 Z 4 EStG 1988
TAX-INTL-071,"Beschränkt lohnsteuerpflichtig sind nach § 70 Abs. 1 EStG 1988 Arbeitnehmer, bei denen die Voraussetzungen der §§ 1 Abs. 3 und 98 Abs. 1 Z 4 EStG 1988 vorliegen.",§ 70 Abs. 1 EStG 1988
TAX-INTL-072,"Ja, das kann nach § 70 Abs. 2 Z 1 EStG 1988 gemacht werden. Soweit nicht die Sonderregel des § 70 Abs. 2 Z 2 gilt, wird die Lohnsteuer nach den Tarifvorschriften berechnet, wobei bestimmte Absetzbeträge nicht zu berücksichtigen sind.",§ 70 Abs. 2 Z 1 EStG 1988
TAX-INTL-073,Ja. Für solche Bezüge sieht § 70 Abs. 2 Z 2 EStG 1988 einen besonderen Lohnsteuersatz von 20% des vollen Betrages vor.,§ 70 Abs. 2 Z 2 EStG 1988
TAX-INTL-074,"Ja. Betriebsausgaben und Werbungskosten dürfen nach § 102 Abs. 2 Z 1 EStG 1988 bei beschränkt Steuerpflichtigen insoweit berücksichtigt werden, als sie mit diesen Einkünften in wirtschaftlichem Zusammenhang stehen.",§ 102 Abs. 2 Z 1 EStG 1988
TAX-INTL-075,"Ja. Der Verlustabzug steht beschränkt Steuerpflichtigen nach § 102 Abs. 2 Z 2 EStG 1988 nur für Verluste zu, die in inländischen Betriebsstätten bestimmter betrieblicher Einkunftsarten entstanden sind, oder für Verluste aus in § 98 Abs. 1 Z 3 genanntem unbeweglichem Vermögen.",§ 102 Abs. 2 Z 2 EStG 1988
TAX-INTL-076,Ja. Die Progressionsermäßigung gemäß § 38 EStG 1988 ist nach § 102 Abs. 2 Z 3 EStG 1988 und EStR 2000 Rz 8055 bei beschränkter Steuerpflicht ausgeschlossen.,§ 102 Abs. 2 Z 3 EStG 1988;EStR 2000 Rz 8055
TAX-INTL-077,"Ja, nach § 103 Abs. 1 EStG 1988. Bei Personen, deren Zuzug aus dem Ausland der Förderung von Wissenschaft, Forschung, Kunst oder Sport dient und aus diesem Grund im öffentlichen Interesse liegt, können steuerliche Mehrbelastungen bei nicht unter § 98 fallenden Einkünften beseitigt werden.",§ 103 Abs. 1 EStG 1988
TAX-INTL-078,"Ja, nach § 103 Abs. 1a EStG 1988. Bei Personen, deren Zuzug der Förderung von Wissenschaft oder Forschung dient und im öffentlichen Interesse liegt, kann für fünf Jahre ab dem Zuzug ein Freibetrag in Höhe von 30% der zum Tarif besteuerten Einkünfte aus wissenschaftlicher Tätigkeit festgesetzt werden.",§ 103 Abs. 1a EStG 1988
TAX-INTL-079,"Ja, so EStR 2000 Rz 8201a. Nach den Richtlinien knüpft die Zuzugsbegünstigung an den Zuzug aus dem Ausland an. Neben der Begründung eines inländischen Wohnsitzes setzt sie auch die Verlagerung des Mittelpunktes der Lebensinteressen nach Österreich voraus.",EStR 2000 Rz 8201a
TAX-INTL-080,"Nein. Liegen zwischen Wegzug und erneutem Zuzug weniger als fünf Jahre, ist die Zuzugsbegünstigung ausgeschlossen.",§ 103 Abs. 2 EStG 1988
ESTG-NEW-001,"Gemäß § 27b Abs. 2 EStG sind Einkünfte aus der Überlassung von Kryptowährungen (Staking) im Zeitpunkt des Zuflusses steuerpflichtig. Der Zufluss tritt ein, wenn der Steuerpflichtige die wirtschaftliche Verfügungsmacht erlangt. Bei einer Unbonding-Periode, während der die Token gesperrt sind und nicht verfügt werden kann, liegt der Zufluss erst mit Ende der Sperrfrist vor – nicht bereits bei der buchhalterischen Gutschrift im Pool-Interface. Die Staking-Einkünfte betragen daher 1,8 × EUR 3.450 = EUR 6.210 (Sondersteuersatz 27,5 %). Die anschließende sofortige Veräußerung zum selben Kurs löst keinen zusätzlichen Veräußerungsgewinn aus, da die Anschaffungskosten dem Wert bei Zufluss entsprechen (§ 27b Abs. 2 letzter Satz EStG).",§ 27b Abs. 2 EStG; § 27a Abs. 1 EStG
ESTG-NEW-002,"Die Ausgabe von Gratisaktien im Rahmen einer Kapitalerhöhung aus Gesellschaftsmitteln stellt keinen Zufluss von Einkünften aus Kapitalvermögen dar, da sich wirtschaftlich am Vermögen des Aktionärs nichts ändert – der Anteil am Unternehmen bleibt gleich, es wird lediglich das Nennkapital umstrukturiert. Es liegt kein steuerpflichtiger Vorgang gemäß § 27 Abs. 2 Z 1 EStG vor. Bei der späteren Veräußerung sind die ursprünglichen Gesamtanschaffungskosten (500 × EUR 40 = EUR 20.000) auf alle 600 Aktien aufzuteilen. Die AK pro Aktie betragen EUR 33,33. Veräußerungserlös: 600 × EUR 38 = EUR 22.800. Veräußerungsgewinn: EUR 22.800 – EUR 20.000 = EUR 2.800, steuerpflichtig mit 27,5 % (§ 27a Abs. 1 EStG).",§ 27 Abs. 2 Z 1 EStG; § 27a Abs. 3 Z 2 lit. a EStG; § 27a Abs. 1 EStG
ESTG-NEW-003,"Bei einem Hard Fork entstehen die neuen Token automatisch, ohne aktives Handeln des Steuerpflichtigen. Die Anschaffungskosten der durch den Fork erhaltenen Token betragen gemäß § 27b Abs. 3 EStG null Euro, da kein Anschaffungsvorgang und keine entgeltliche Gegenleistung vorliegt. Der Zufluss richtet sich danach, wann die wirtschaftliche Verfügungsmacht entsteht. Beim Hard Fork ist dies grundsätzlich der Zeitpunkt, ab dem der Steuerpflichtige tatsächlich über die Token verfügen kann – was bei automatischer Zuteilung bereits mit dem Fork-Datum der Fall ist, da die Private Keys bereits vorhanden sind und die Verfügungsmöglichkeit objektiv besteht. Der Umstand, dass Herr Nemec subjektiv die Token erst vier Monate später importiert, ändert an der objektiven Verfügungsmacht nichts. Die Veräußerung erzeugt daher einen Veräußerungsgewinn von 10 × EUR 120 – EUR 0 = EUR 1.200, steuerpflichtig mit 27,5 % gemäß § 27a Abs. 1 EStG.",§ 27b Abs. 3 EStG; § 27b Abs. 1 EStG; § 27a Abs. 1 EStG
ESTG-NEW-004,"Sowohl die Einzahlung von Kryptowährungen in einen Liquidity Pool gegen LP-Token als auch die Rückgabe der LP-Token gegen die Poolanteile stellen jeweils einen Tausch und damit eine Veräußerung bzw. Anschaffung im Sinne des § 27b Abs. 1 EStG dar. Bei der Einzahlung wird der Tausch 50 ETH gegen LP-Token realisiert: Veräußerungserlös 50 × EUR 3.000 = EUR 150.000, Anschaffungskosten 50 × EUR 2.800 = EUR 140.000, steuerpflichtiger Gewinn EUR 10.000. Bei der Entnahme wird der Tausch LP-Token gegen 48 ETH + 2.500 USDC realisiert: Veräußerungserlös 48 × EUR 3.100 + 2.500 × EUR 1,02 = EUR 148.800 + EUR 2.550 = EUR 151.350. Die Anschaffungskosten der LP-Token entsprechen dem Wert bei Einzahlung (EUR 150.000). Steuerpflichtiger Gewinn bei Entnahme: EUR 1.350. Beide Vorgänge unterliegen dem Sondersteuersatz von 27,5 %.",§ 27b Abs. 1 EStG; § 27a Abs. 1 EStG; § 27b Abs. 3 EStG
ESTG-NEW-005,"Das Bridging von BTC zu WBTC stellt einen Tausch von einer Kryptowährung in eine andere dar, da BTC und WBTC rechtlich und technisch verschiedene Kryptowährungen auf verschiedenen Blockchains sind. Die wirtschaftliche Ähnlichkeit (1:1-Anbindung) ändert an der steuerlichen Einordnung als Tausch gemäß § 27b Abs. 1 EStG nichts. Es liegt daher eine Veräußerung der BTC und eine Anschaffung der WBTC vor. Veräußerungserlös: 5 × EUR 60.000 = EUR 300.000. Anschaffungskosten BTC: 5 × EUR 25.000 = EUR 125.000. Steuerpflichtiger Veräußerungsgewinn beim Bridging: EUR 175.000, mit 27,5 % besteuert. Die WBTC haben Anschaffungskosten von EUR 60.000 pro Stück. Der spätere Tausch WBTC gegen ETH ist ein weiterer steuerpflichtiger Tauschvorgang mit einem Gewinn von 5 × (EUR 62.000 – EUR 60.000) = EUR 10.000.",§ 27b Abs. 1 EStG; § 27a Abs. 1 EStG
ESTG-NEW-006,"Ein Airdrop ohne Gegenleistung stellt keinen Anschaffungsvorgang dar. Die erhaltenen Token haben Anschaffungskosten von null Euro (§ 27b Abs. 3 EStG). Im Unterschied zu Staking-Rewards, die als laufende Einkünfte aus der Überlassung von Kryptowährungen erfasst werden, ist ein reiner Airdrop mangels zugrunde liegender Überlassung oder sonstiger Leistung nicht als laufende Einkünfte gemäß § 27b Abs. 2 EStG zu qualifizieren. Der Airdrop selbst löst im Zeitpunkt des Zuflusses noch keine Einkommensteuerpflicht aus. Erst die spätere Veräußerung ist steuerpflichtig: Veräußerungserlös 10.000 × EUR 5 = EUR 50.000, Anschaffungskosten EUR 0, Veräußerungsgewinn EUR 50.000, steuerpflichtig mit 27,5 % (§ 27a Abs. 1 EStG).",§ 27b Abs. 3 EStG; § 27b Abs. 1 EStG; § 27a Abs. 1 EStG
