question,answer,focus_area,legal_basis,source
"Ein mehrgliedriger Sachverhalt rund um eine nachhaltige marktorientierte Verkaufstaetigkeit fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 18.400 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche systematische Beurteilung ist nach EStG Paragraph 23 geboten?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Ein mehrgliedriger Sachverhalt rund um eine nachhaltige marktorientierte Verkaufstaetigkeit fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 18.400 Euro ueber zwei Veranlagungsjahre hinweg, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Welche systematische Beurteilung ist nach EStG Paragraph 23 geboten?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Ein mehrgliedriger Sachverhalt rund um eine nachhaltige marktorientierte Verkaufstaetigkeit fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 24.900 Euro innerhalb eines Kalenderjahres, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Welche systematische Beurteilung ist nach EStG Paragraph 23 geboten?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Ein mehrgliedriger Sachverhalt rund um eine nachhaltige marktorientierte Verkaufstaetigkeit fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 24.900 Euro ueber zwei Veranlagungsjahre hinweg, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche systematische Beurteilung ist nach EStG Paragraph 23 geboten?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Ein mehrgliedriger Sachverhalt rund um eine nachhaltige marktorientierte Verkaufstaetigkeit fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 24.900 Euro ueber zwei Veranlagungsjahre hinweg, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche systematische Beurteilung ist nach EStG Paragraph 23 geboten?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Ein mehrgliedriger Sachverhalt rund um eine nachhaltige marktorientierte Verkaufstaetigkeit fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 31.600 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche systematische Beurteilung ist nach EStG Paragraph 23 geboten?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Ein mehrgliedriger Sachverhalt rund um eine nachhaltige marktorientierte Verkaufstaetigkeit fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 31.600 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche systematische Beurteilung ist nach EStG Paragraph 23 geboten?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Ein mehrgliedriger Sachverhalt rund um eine nachhaltige marktorientierte Verkaufstaetigkeit fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 47.250 Euro innerhalb eines Kalenderjahres, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche systematische Beurteilung ist nach EStG Paragraph 23 geboten?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Ein mehrgliedriger Sachverhalt rund um eine nachhaltige marktorientierte Verkaufstaetigkeit fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 47.250 Euro innerhalb eines Kalenderjahres, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche systematische Beurteilung ist nach EStG Paragraph 23 geboten?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Eine Fallfrage betrifft eine in Wien ansaessige Angestellte und eine nachhaltige marktorientierte Verkaufstaetigkeit. Der wirtschaftliche Umfang liegt bei 18.400 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Wie ist der Sachverhalt nach EStG Paragraph 23 grundsaetzlich zu beurteilen?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Eine Fallfrage betrifft eine in Wien ansaessige Angestellte und eine nachhaltige marktorientierte Verkaufstaetigkeit. Der wirtschaftliche Umfang liegt bei 18.400 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Wie ist der Sachverhalt nach EStG Paragraph 23 grundsaetzlich zu beurteilen?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Eine Fallfrage betrifft eine in Wien ansaessige Angestellte und eine nachhaltige marktorientierte Verkaufstaetigkeit. Der wirtschaftliche Umfang liegt bei 18.400 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Wie ist der Sachverhalt nach EStG Paragraph 23 grundsaetzlich zu beurteilen?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Eine Fallfrage betrifft eine in Wien ansaessige Angestellte und eine nachhaltige marktorientierte Verkaufstaetigkeit. Der wirtschaftliche Umfang liegt bei 18.400 Euro innerhalb eines Kalenderjahres, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Wie ist der Sachverhalt nach EStG Paragraph 23 grundsaetzlich zu beurteilen?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Eine Fallfrage betrifft eine in Wien ansaessige Angestellte und eine nachhaltige marktorientierte Verkaufstaetigkeit. Der wirtschaftliche Umfang liegt bei 18.400 Euro innerhalb eines Kalenderjahres, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Wie ist der Sachverhalt nach EStG Paragraph 23 grundsaetzlich zu beurteilen?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Eine Fallfrage betrifft eine in Wien ansaessige Angestellte und eine nachhaltige marktorientierte Verkaufstaetigkeit. Der wirtschaftliche Umfang liegt bei 18.400 Euro innerhalb eines Kalenderjahres, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Wie ist der Sachverhalt nach EStG Paragraph 23 grundsaetzlich zu beurteilen?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Eine Fallfrage betrifft eine in Wien ansaessige Angestellte und eine nachhaltige marktorientierte Verkaufstaetigkeit. Der wirtschaftliche Umfang liegt bei 18.400 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Wie ist der Sachverhalt nach EStG Paragraph 23 grundsaetzlich zu beurteilen?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Eine Fallfrage betrifft eine in Wien ansaessige Angestellte und eine nachhaltige marktorientierte Verkaufstaetigkeit. Der wirtschaftliche Umfang liegt bei 18.400 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Wie ist der Sachverhalt nach EStG Paragraph 23 grundsaetzlich zu beurteilen?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
"Eine Fallfrage betrifft eine in Wien ansaessige Angestellte und eine nachhaltige marktorientierte Verkaufstaetigkeit. Der wirtschaftliche Umfang liegt bei 18.400 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Wie ist der Sachverhalt nach EStG Paragraph 23 grundsaetzlich zu beurteilen?","Grundsaetzlich gilt: fuer Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr zu pruefen sind. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Business Profits,EStG Paragraph 23,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=23
