model,id,n_citations,n_grounded,n_hallucinated,n_out_of_scope
Model3_RAG_Gemma2B,EMP-035,4,4,0,0
Model3_RAG_Gemma2B,EMP-036,2,2,0,0
Model3_RAG_Gemma2B,EMP-037,3,3,0,0
Model3_RAG_Gemma2B,EMP-038,0,0,0,0
Model3_RAG_Gemma2B,EMP-039,0,0,0,0
Model3_RAG_Gemma2B,EMP-040,2,2,0,0
Model3_RAG_Gemma2B,EMP-041,0,0,0,0
Model3_RAG_Gemma2B,EMP-042,0,0,0,0
Model3_RAG_Gemma2B,EMP-043,1,1,0,0
Model3_RAG_Gemma2B,EMP-044,0,0,0,0
Model3_RAG_Gemma2B,EMP-045,2,2,0,0
Model3_RAG_Gemma2B,EMP-046,0,0,0,0
Model3_RAG_Gemma2B,EMP-047,0,0,0,0
Model3_RAG_Gemma2B,EMP-048,1,1,0,0
Model3_RAG_Gemma2B,EMP-049,2,2,0,0
Model3_RAG_Gemma2B,EMP-050,2,2,0,0
Model3_RAG_Gemma2B,EMP-051,0,0,0,0
Model3_RAG_Gemma2B,EMP-052,1,1,0,0
Model3_RAG_Gemma2B,EMP-053,0,0,0,0
Model3_RAG_Gemma2B,EMP-054,2,2,0,0
Model3_RAG_Gemma2B,EMP-055,0,0,0,0
Model3_RAG_Gemma2B,EMP-056,4,4,0,0
Model3_RAG_Gemma2B,EMP-057,0,0,0,0
Model3_RAG_Gemma2B,EMP-058,2,2,0,0
Model3_RAG_Gemma2B,EMP-059,1,1,0,0
Model3_RAG_Gemma2B,EMP-060,1,1,0,0
Model3_RAG_Gemma2B,EStG-23-001,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-002,2,2,0,0
Model3_RAG_Gemma2B,EStG-23-003,5,5,0,0
Model3_RAG_Gemma2B,EStG-23-004,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-005,4,4,0,0
Model3_RAG_Gemma2B,EStG-23-006,1,1,0,0
Model3_RAG_Gemma2B,EStG-23-007,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-008,2,2,0,0
Model3_RAG_Gemma2B,EStG-23-009,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-010,1,1,0,0
Model3_RAG_Gemma2B,EStG-23-011,4,4,0,0
Model3_RAG_Gemma2B,EStG-23-012,2,2,0,0
Model3_RAG_Gemma2B,EStG-23-013,4,4,0,0
Model3_RAG_Gemma2B,EStG-23-014,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-015,4,4,0,0
Model3_RAG_Gemma2B,EStG-23-016,4,4,0,0
Model3_RAG_Gemma2B,EStG-23-017,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-018,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-019,1,1,0,0
Model3_RAG_Gemma2B,EStG-23-020,1,1,0,0
Model3_RAG_Gemma2B,EStG-23-021,2,2,0,0
Model3_RAG_Gemma2B,EStG-23-022,0,0,0,0
Model3_RAG_Gemma2B,EStG-23-023,0,0,0,0
Model3_RAG_Gemma2B,EStG-23-024,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-025,5,5,0,0
Model3_RAG_Gemma2B,EStG-23-026,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-027,2,2,0,0
Model3_RAG_Gemma2B,EStG-23-028,2,2,0,0
Model3_RAG_Gemma2B,EStG-23-029,1,1,0,0
Model3_RAG_Gemma2B,EStG-23-030,4,4,0,0
Model3_RAG_Gemma2B,EStG-23-031,0,0,0,0
Model3_RAG_Gemma2B,EStG-23-032,2,2,0,0
Model3_RAG_Gemma2B,EStG-23-033,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-034,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-035,5,5,0,0
Model3_RAG_Gemma2B,EStG-23-036,2,2,0,0
Model3_RAG_Gemma2B,EStG-23-037,5,5,0,0
Model3_RAG_Gemma2B,EStG-23-038,1,1,0,0
Model3_RAG_Gemma2B,EStG-23-039,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-040,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-041,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-042,1,1,0,0
Model3_RAG_Gemma2B,EStG-23-043,2,2,0,0
Model3_RAG_Gemma2B,EStG-23-044,0,0,0,0
Model3_RAG_Gemma2B,EStG-23-045,4,4,0,0
Model3_RAG_Gemma2B,EStG-23-046,0,0,0,0
Model3_RAG_Gemma2B,EStG-23-047,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-048,0,0,0,0
Model3_RAG_Gemma2B,EStG-23-049,1,0,0,1
Model3_RAG_Gemma2B,EStG-23-050,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-051,3,3,0,0
Model3_RAG_Gemma2B,EStG-23-052,1,1,0,0
Model3_RAG_Gemma2B,EStG-23-053,2,2,0,0
Model3_RAG_Gemma2B,EStG-23-054,2,2,0,0
Model3_RAG_Gemma2B,EStG-23-055,0,0,0,0
Model3_RAG_Gemma2B,EStG-23-056,0,0,0,0
Model3_RAG_Gemma2B,EStG-23-057,0,0,0,0
Model3_RAG_Gemma2B,EStG-23-058,0,0,0,0
Model3_RAG_Gemma2B,EStG-23-059,4,4,0,0
Model3_RAG_Gemma2B,EStG-23-060,1,1,0,0
Model3_RAG_Gemma2B,SELF-001,2,2,0,0
Model3_RAG_Gemma2B,SELF-002,0,0,0,0
Model3_RAG_Gemma2B,SELF-003,1,1,0,0
Model3_RAG_Gemma2B,SELF-004,1,1,0,0
Model3_RAG_Gemma2B,SELF-005,0,0,0,0
Model3_RAG_Gemma2B,SELF-006,0,0,0,0
Model3_RAG_Gemma2B,SELF-007,1,1,0,0
Model3_RAG_Gemma2B,SELF-008,2,2,0,0
Model3_RAG_Gemma2B,SELF-009,2,2,0,0
Model3_RAG_Gemma2B,SELF-010,0,0,0,0
Model3_RAG_Gemma2B,SELF-011,3,3,0,0
Model3_RAG_Gemma2B,SELF-012,1,1,0,0
Model3_RAG_Gemma2B,SELF-013,0,0,0,0
Model3_RAG_Gemma2B,SELF-014,1,1,0,0
Model3_RAG_Gemma2B,SELF-015,1,1,0,0
Model3_RAG_Gemma2B,SELF-016,0,0,0,0
Model3_RAG_Gemma2B,SELF-017,1,1,0,0
Model3_RAG_Gemma2B,SELF-018,3,3,0,0
Model3_RAG_Gemma2B,SELF-019,0,0,0,0
Model3_RAG_Gemma2B,SELF-020,0,0,0,0
Model3_RAG_Gemma2B,SELF-021,3,3,0,0
Model3_RAG_Gemma2B,SELF-022,1,1,0,0
Model3_RAG_Gemma2B,SELF-023,2,2,0,0
Model3_RAG_Gemma2B,SELF-024,1,1,0,0
Model3_RAG_Gemma2B,SELF-025,0,0,0,0
Model3_RAG_Gemma2B,SELF-026,0,0,0,0
Model3_RAG_Gemma2B,SELF-027,0,0,0,0
Model3_RAG_Gemma2B,SELF-028,4,4,0,0
Model3_RAG_Gemma2B,SELF-029,3,3,0,0
Model3_RAG_Gemma2B,SELF-030,1,1,0,0
Model3_RAG_Gemma2B,SELF-031,0,0,0,0
Model3_RAG_Gemma2B,SELF-032,1,1,0,0
Model3_RAG_Gemma2B,SELF-033,3,3,0,0
Model3_RAG_Gemma2B,SELF-034,3,3,0,0
Model3_RAG_Gemma2B,SELF-035,0,0,0,0
Model3_RAG_Gemma2B,SELF-036,2,2,0,0
Model3_RAG_Gemma2B,SELF-037,1,1,0,0
Model3_RAG_Gemma2B,SELF-038,0,0,0,0
Model3_RAG_Gemma2B,SELF-039,2,2,0,0
Model3_RAG_Gemma2B,SELF-040,1,1,0,0
Model3_RAG_Gemma2B,SELF-041,1,1,0,0
Model3_RAG_Gemma2B,SELF-042,2,2,0,0
Model3_RAG_Gemma2B,SELF-043,3,3,0,0
Model3_RAG_Gemma2B,SELF-044,2,2,0,0
Model3_RAG_Gemma2B,SELF-045,2,2,0,0
Model3_RAG_Gemma2B,SELF-046,2,2,0,0
Model3_RAG_Gemma2B,SELF-047,0,0,0,0
Model3_RAG_Gemma2B,SELF-048,1,1,0,0
Model3_RAG_Gemma2B,SELF-049,2,1,0,1
Model3_RAG_Gemma2B,SELF-050,0,0,0,0
Model3_RAG_Gemma2B,SELF-051,0,0,0,0
Model3_RAG_Gemma2B,SELF-052,1,1,0,0
Model3_RAG_Gemma2B,SELF-053,1,0,0,1
Model3_RAG_Gemma2B,SELF-054,1,1,0,0
Model3_RAG_Gemma2B,SELF-055,2,2,0,0
Model3_RAG_Gemma2B,SELF-056,1,1,0,0
Model3_RAG_Gemma2B,SELF-057,4,4,0,0
Model3_RAG_Gemma2B,SELF-058,3,3,0,0
Model3_RAG_Gemma2B,SELF-059,1,1,0,0
Model3_RAG_Gemma2B,SELF-060,4,4,0,0
Model3_RAG_Gemma2B,SELF-061,1,0,0,1
Model3_RAG_Gemma2B,SELF-062,2,0,0,2
Model3_RAG_Gemma2B,SELF-063,3,3,0,0
Model3_RAG_Gemma2B,SELF-064,0,0,0,0
Model3_RAG_Gemma2B,SELF-065,3,3,0,0
Model3_RAG_Gemma2B,SELF-066,0,0,0,0
Model3_RAG_Gemma2B,SELF-067,1,0,1,0
Model3_RAG_Gemma2B,SELF-068,3,3,0,0
Model3_RAG_Gemma2B,SELF-069,2,2,0,0
Model3_RAG_Gemma2B,SELF-070,1,1,0,0
Model3_RAG_Gemma2B,SELF-071,0,0,0,0
Model3_RAG_Gemma2B,SELF-072,2,2,0,0
Model3_RAG_Gemma2B,SELF-073,1,1,0,0
Model3_RAG_Gemma2B,SELF-074,2,2,0,0
Model3_RAG_Gemma2B,SELF-075,1,1,0,0
Model3_RAG_Gemma2B,SELF-076,1,1,0,0
Model3_RAG_Gemma2B,SELF-077,0,0,0,0
Model3_RAG_Gemma2B,SELF-078,0,0,0,0
Model3_RAG_Gemma2B,SELF-079,0,0,0,0
Model3_RAG_Gemma2B,SELF-080,0,0,0,0
Model3_RAG_Gemma2B,SELF-081,0,0,0,0
Model3_RAG_Gemma2B,SELF-082,4,4,0,0
